Date,Adj Close,Close,High,Low,Open,Volume
2009/12/1,83.78108215,111.3000031,111.6600037,110.7300034,110.9199982,159613700
2009/12/2,83.74341583,111.25,112.0100021,110.9199982,111.2799988,132315100
2009/12/3,83.08854675,110.3799973,112.1800003,110.2900009,111.5500031,167324900
2009/12/4,83.56280518,111.0100021,112.3799973,110.0400009,111.8399963,274907800
2009/12/7,83.43480682,110.8399963,111.5299988,110.4899979,110.9100037,127973800
2009/12/8,82.50891876,109.6100006,110.7699966,109.2699966,110.0400009,169863700
2009/12/9,82.81754303,110.0199966,110.1800003,109.0199966,109.5800018,155063400
2009/12/10,83.28427887,110.6399994,111.1200027,110.4499969,110.6999969,138014600
2009/12/11,83.63805389,111.1100006,111.3600006,110.6100006,111.1100006,124854000
2009/12/14,84.21015167,111.8700027,112,111.1299973,111.8700027,107141500
2009/12/15,83.81874847,111.3499985,111.9199982,111,111.4599991,120408800
2009/12/16,83.94667816,111.5199966,112.1299973,111.2699966,111.8000031,155358200
2009/12/17,82.93798828,110.1800003,110.9300003,110.0800018,110.7200012,183390100
2009/12/18,83.40722656,110.2099991,110.3000031,109.2799988,110.1999969,174591200
2009/12/21,84.25482941,111.3300018,111.6999969,110.7600021,110.7600021,118039600
2009/12/22,84.55756378,111.7300034,111.9700012,111.4300003,111.5699997,91707500
2009/12/23,84.72402191,111.9499969,112.1100006,111.5,112,111783100
2009/12/24,85.12516785,112.4800034,112.5999985,112,112.1900024,39677500
2009/12/28,85.30679321,112.7200012,112.9899979,112.3199997,112.9000015,87508500
2009/12/29,85.1856842,112.5599976,113.0299988,112.5500031,113.0100021,80572500
2009/12/30,85.1554184,112.5199966,112.6500015,112.1699982,112.2300034,73138400
2009/12/31,84.33808899,111.4400024,112.8000031,111.3899994,112.7699966,90637900
2010/1/4,85.76843262,113.3300018,113.3899994,111.5100021,112.3700027,118944600
2010/1/5,85.99550629,113.6299973,113.6800003,112.8499985,113.2600021,111579900
2010/1/6,86.05601501,113.7099991,113.9899979,113.4300003,113.5199966,116074400
2010/1/7,86.41927338,114.1900024,114.3300018,113.1800003,113.5,131091100
2010/1/8,86.70687103,114.5699997,114.6200027,113.6600037,113.8899994,126402800
2010/1/11,86.82794952,114.7300034,115.1299973,114.2399979,115.0800018,106375700
2010/1/12,86.01819611,113.6600037,114.2099991,113.2200012,113.9700012,163333500
2010/1/13,86.74472046,114.6200027,114.9400024,113.3700027,113.9499969,161822000
2010/1/14,86.97933197,114.9300003,115.1399994,114.4199982,114.4899979,115718800
2010/1/15,86.0030365,113.6399994,114.8399963,113.1999969,114.7300034,212283100
2010/1/19,87.07772064,115.0599976,115.1299973,113.5899963,113.6200027,139172700
2010/1/20,86.19226837,113.8899994,114.4499969,112.9800034,114.2799988,216490200
2010/1/21,84.53484344,111.6999969,114.2699966,111.5599976,113.9199982,344859600
2010/1/22,82.6504364,109.2099991,111.7399979,109.0899963,111.1999969,345942400
2010/1/25,83.07424164,109.7699966,110.4100037,109.4100037,110.2099991,186937500
2010/1/26,82.72612,109.3099976,110.4700012,109.0400009,109.3399963,211168800
2010/1/27,83.11963654,109.8300018,110.0800018,108.3300018,109.1699982,271863600
2010/1/28,82.1660614,108.5699997,110.25,107.9100037,110.1900024,316104000
2010/1/29,81.27304077,107.3899994,109.8000031,107.2200012,109.0400009,310677600
2010/2/1,82.53689575,109.0599976,109.0699997,107.5,108.1500015,187865000
2010/2/2,83.53588867,110.3799973,110.5899963,108.8799973,109.2600021,216327900
2010/2/3,83.11963654,109.8300018,110.4800034,109.5100021,109.8799973,172730700
2010/2/4,80.55408478,106.4400024,109.0299988,106.4199982,108.9800034,356715700
2010/2/5,80.72055817,106.6600037,106.8799973,104.5800018,106.5599976,493585800
2010/2/8,80.13785553,105.8899994,107.3300018,105.8099976,106.7399979,224166900
2010/2/9,81.14437866,107.2200012,108.1500015,106.2699966,107.1299973,337820500
2010/2/10,80.98543549,107.0100021,107.5999985,106.1100006,107.0500031,240511500
2010/2/11,81.83306885,108.1299973,108.25,106.25,106.8700027,223591600
2010/2/12,81.76496124,108.0400009,108.0999985,106.5100021,106.9899979,304622100
2010/2/16,83.05151367,109.7399979,109.8499985,107.8199997,108.8600006,159317500
2010/2/17,83.4450531,110.2600021,110.4100037,109.7399979,110.2699966,168845100
2010/2/18,83.93698883,110.9100037,111.1399994,110.0400009,110.0800018,193708600
2010/2/19,84.11104584,111.1399994,111.5699997,110.3600006,110.6200027,222684900
2010/2/22,84.12617493,111.1600037,111.5800018,110.8300018,111.5500031,132346900
2010/2/23,83.10449219,109.8099976,111.1999969,109.5199966,110.8600006,207497000
2010/2/24,83.86888123,110.8199997,111,109.8600006,110.1399994,176350700
2010/2/25,83.75534058,110.6699982,110.75,108.9400024,109.2399979,259634700
2010/2/26,83.80832672,110.7399979,111.1200027,110.1100006,110.7699966,173589300
2010/3/1,84.6786499,111.8899994,112,111.1699982,111.1999969,147709700
2010/3/2,84.91325378,112.1999969,112.7399979,112,112.3700027,160992400
2010/3/3,84.98892212,112.3000031,112.9700012,112.0199966,112.4899979,150785000
2010/3/4,85.24627686,112.6399994,112.8000031,112.0299988,112.4499969,135770400
2010/3/5,86.46469116,114.25,114.3399963,113.0999985,113.3700027,176118800
2010/3/8,86.47982025,114.2699966,114.5199966,114.0699997,114.2600021,114631200
2010/3/9,86.62363434,114.4599991,114.9899979,113.8700027,113.9300003,154556700
2010/3/10,87.00959015,114.9700012,115.2799988,114.4100037,114.5100021,186088800
2010/3/11,87.3728714,115.4499969,115.4800034,114.3499985,114.6999969,160791100
2010/3/12,87.3804245,115.4599991,115.9700012,115.1399994,115.9499969,162074800
2010/3/15,87.40312958,115.4899979,115.5699997,114.5999985,115.2600021,146816800
2010/3/16,88.09940338,116.4100037,116.5199966,115.4899979,115.8099976,168673000
2010/3/17,88.62160492,117.0999985,117.4800034,116.4199982,116.7600021,177468100
2010/3/18,88.57617188,117.0400009,117.2699966,116.5699997,117.1100006,196509100
2010/3/19,88.12782288,115.9700012,117.2900009,115.5199966,115.9700012,226641100
2010/3/22,88.59896851,116.5899963,116.8000031,115.2399979,115.3099976,184477800
2010/3/23,89.22210693,117.4100037,117.5100021,116.3799973,116.7600021,182941600
2010/3/24,88.78896332,116.8399963,117.4300003,115.5800018,116.9700012,196072600
2010/3/25,88.64459991,116.6500015,118.1699982,116.5100021,117.6299973,223396300
2010/3/26,88.59140015,116.5800018,117.4199982,116.1200027,116.8700027,205808500
2010/3/29,89.15371704,117.3199997,117.5299988,116.6900024,117.1699982,134513500
2010/3/30,89.21450806,117.4000015,117.8300018,116.9100037,117.4599991,145772500
2010/3/31,88.91052246,117,117.5199966,116.6100006,116.9499969,161078700
2010/4/1,89.51848602,117.8000031,118.25,117.0999985,117.8000031,161215200
2010/4/5,90.24801636,118.7600021,118.8399963,117.9199982,118.25,105847600
2010/4/6,90.46078491,119.0400009,119.25,118.2900009,118.4199982,110384200
2010/4/7,89.94403076,118.3600006,119.3600006,117.8099976,118.8000031,184576300
2010/4/8,90.25559998,118.7699966,118.9700012,117.5999985,117.9499969,158704000
2010/4/9,90.84835052,119.5500031,119.5999985,118.8000031,119.0199966,133006500
2010/4/12,90.99272919,119.7399979,120.0500031,119.5599976,119.6999969,110279000
2010/4/13,91.06113434,119.8300018,120.0400009,119,119.6200027,125043600
2010/4/14,92.09461975,121.1900024,121.1900024,120.0800018,120.2699966,161609000
2010/4/15,92.17060852,121.2900009,121.5699997,120.9499969,120.9899979,144615300
2010/4/16,90.70397186,119.3600006,121.2900009,118.75,120.8600006,366786700
2010/4/19,91.0459137,119.8099976,119.9300003,118.4700012,119.0100021,217947800
2010/4/20,91.85906982,120.8799973,120.9800034,119.8700027,120.5599976,157708000
2010/4/21,91.6918335,120.6600037,121.2300034,119.9899979,120.9499969,192910100
2010/4/22,91.9654007,121.0199966,121.1699982,119.1200027,119.8099976,115360300
2010/4/23,92.5657196,121.8099976,121.8600006,120.6299973,120.9400024,177335500
2010/4/26,92.21619415,121.3499985,122.1200027,121.2300034,121.8499985,143457300
2010/4/27,90.0351944,118.4800034,121.3399963,118.25,120.6500015,355853300
2010/4/28,90.7191391,119.3799973,119.6800003,118.2699966,119.0500031,300674100
2010/4/29,91.84381866,120.8600006,121.1100006,120.0699997,120.0999985,193775000
2010/4/30,90.28598022,118.8099976,121.0100021,118.7799988,120.8799973,270000900
2010/5/3,91.45625305,120.3499985,120.6800003,119.1999969,119.3799973,182747900
2010/5/4,89.30570221,117.5199966,119.0299988,116.9199982,119.0100021,360353400
2010/5/5,88.77374268,116.8199997,117.8000031,115.9700012,116.5599976,328973200
2010/5/6,85.82528687,112.9400024,117,105,116.2600021,647356600
2010/5/7,84.54859161,111.2600021,113.7699966,109.4100037,112.6399994,637558800
2010/5/10,88.27220917,116.1600037,116.6500015,114.9100037,115.8099976,396159600
2010/5/11,88.02146149,115.8300018,117.3600006,114.9100037,115.0699997,317849800
2010/5/12,89.2525177,117.4499969,117.6200027,116.0899963,116.2900009,235607100
2010/5/13,88.14303589,115.9899979,117.6800003,115.8899994,117.1299973,234452500
2010/5/14,86.54720306,113.8899994,115.3300018,112.8700027,115.1200027,345601400
2010/5/17,86.59280396,113.9499969,114.5199966,111.7699966,114.1999969,325739800
2010/5/18,85.41493988,112.4000015,115.2200012,112.0299988,114.8799973,360556800
2010/5/19,84.92856598,111.7600021,112.7699966,110.3600006,111.7699966,394742700
2010/5/20,81.72169495,107.5400009,109.8899994,107.4700012,109.3799973,530418300
2010/5/21,82.91479492,109.1100006,109.3799973,105.3600006,105.9100037,500909400
2010/5/24,81.85090637,107.7099991,109.3899994,107.6100006,108.5199966,269823000
2010/5/25,81.93447876,107.8199997,107.8700027,104.3799973,105.1100006,396505200
2010/5/26,81.44050598,107.1699982,109.4700012,106.8499985,108.4800034,349719300
2010/5/27,84.16864014,110.7600021,110.8000031,108.7799988,109.1900024,300870500
2010/5/28,83.11236572,109.3700027,110.7200012,108.8499985,110.6399994,297933500
2010/6/1,81.7141037,107.5299988,109.9499969,107.3700027,108.3499985,277909400
2010/6/2,83.84187317,110.3300018,110.3399963,107.5100021,108.0800018,240243700
2010/6/3,84.13064575,110.7099991,111.0599976,109.5800018,110.6500015,226618300
2010/6/4,81.17456055,106.8199997,109.3300018,106.4599991,108.6100006,398475600
2010/6/7,80.16387177,105.4899979,107.6100006,105.4100037,107.1999969,264609100
2010/6/8,81.02259064,106.6200027,106.8300018,104.6500015,105.5699997,357774300
2010/6/9,80.58942413,106.0500031,108.2799988,105.5999985,107.2399979,268023300
2010/6/10,82.94516754,109.1500015,109.2799988,106.0400009,107.8600006,317890600
2010/6/11,83.34793091,109.6800003,109.75,108.1200027,108.1900024,214128200
2010/6/14,83.21875,109.5100021,111.1200027,109.4000015,110.5199966,207196100
2010/6/15,85.11093903,112,112.0999985,110.0899963,110.2799988,238268700
2010/6/16,85.08055878,111.9599991,112.4199982,111.1999969,111.4199982,216374000
2010/6/17,85.21733856,112.1399994,112.3300018,111.0500031,112.2799988,263185800
2010/6/18,85.30971527,111.7300034,112.1299973,111.3700027,111.8300018,174006600
2010/6/21,85.0654068,111.4100037,113.1999969,110.7900009,113.1200027,213140700
2010/6/22,83.66049194,109.5699997,111.9000015,109.4100037,111.4100037,239355400
2010/6/23,83.40090179,109.2300034,110.0299988,108.4800034,109.6399994,254639900
2010/6/24,82.01888275,107.4199982,108.8300018,107.1399994,108.6900024,268523600
2010/6/25,82.36248779,107.8700027,108.4199982,106.7699966,107.7399979,238726500
2010/6/28,82.10287476,107.5299988,108.3199997,107.1399994,108.0299988,169218600
2010/6/29,79.56793976,104.2099991,107.5100021,103.5500031,106.0199966,373649500
2010/6/30,78.81206512,103.2200012,104.8799973,102.8799973,103.9199982,284101700
2010/7/1,78.46079254,102.7600021,103.4899979,101.1299973,103.1500015,382924800
2010/7/2,78.03324127,102.1999969,103.4199982,101.6200027,103.1100006,233385200
2010/7/6,78.54481506,102.8700027,104.3700027,101.8799973,103.6399994,256935300
2010/7/7,81.01865387,106.1100006,106.2399979,103.0199966,103.1299973,253769400
2010/7/8,81.82036591,107.1600037,107.2799988,105.9100037,107,210842100
2010/7/9,82.43119049,107.9599991,107.9700012,106.9300003,107.1299973,144999900
2010/7/12,82.4846344,108.0299988,108.2399979,107.1500015,107.5999985,131283600
2010/7/13,83.72920227,109.6600037,110.0899963,108.9300003,109.1500015,213025900
2010/7/14,83.72156525,109.6500015,110.0800018,108.8600006,109.3099976,184426800
2010/7/15,83.74446106,109.6800003,110.0599976,108.1699982,109.6100006,232337900
2010/7/16,81.43860626,106.6600037,109.2099991,106.4499969,109.0899963,282693400
2010/7/19,81.91963196,107.2900009,107.6299973,106.2200012,107.0500031,186709000
2010/7/20,82.82823944,108.4800034,108.5599976,105.8199997,105.8700027,258162400
2010/7/21,81.75164795,107.0699997,109.0699997,106.6299973,109.0400009,264527000
2010/7/22,83.57648468,109.4599991,109.9400024,108.3300018,108.3399963,274781300
2010/7/23,84.30185699,110.4100037,110.5699997,108.9300003,109.2399979,222020800
2010/7/26,85.17993164,111.5599976,111.6699982,110.2900009,110.5999985,184445700
2010/7/27,85.17230988,111.5500031,112.2900009,111.1100006,112.1699982,204855600
2010/7/28,84.62255859,110.8300018,111.6600037,110.4599991,111.3199997,163056200
2010/7/29,84.21022797,110.2900009,111.8199997,109.4100037,111.5199966,220149100
2010/7/30,84.19495392,110.2699966,110.8600006,108.9800034,109.1699982,220070600
2010/8/2,86.09616852,112.7600021,112.9400024,111.5400009,111.9899979,188263200
2010/8/3,85.68384552,112.2200012,112.7699966,111.8499985,112.4800034,146657300
2010/8/4,86.25653839,112.9700012,113.1100006,112.1600037,112.5299988,158171700
2010/8/5,86.16491699,112.8499985,112.9100037,112.0800018,112.25,140473800
2010/8/6,85.81365967,112.3899994,112.5699997,110.9199982,111.7399979,239728300
2010/8/9,86.27180481,112.9899979,113.1800003,112.3199997,112.9199982,120800400
2010/8/10,85.80603027,112.3799973,112.9800034,111.3700027,112.0299988,242916300
2010/8/11,83.4543457,109.3000031,110.6900024,109.1200027,110.6500015,273406900
2010/8/12,82.94277954,108.6299973,109.0199966,107.5999985,107.6500015,239542600
2010/8/13,82.69844055,108.3099976,108.9599991,108.1800003,108.2900009,158698500
2010/8/16,82.66026306,108.2600021,108.6100006,107.1800003,107.5699997,147895300
2010/8/17,83.67575836,109.5899963,110.3899994,108.8799973,109.1900024,172270300
2010/8/18,83.82844543,109.7900009,110.3799973,108.9100037,109.5400009,182922100
2010/8/19,82.37013245,107.8799973,109.4899979,107.4300003,109.2200012,265847600
2010/8/20,82.10287476,107.5299988,107.9400024,106.75,107.5599976,209714200
2010/8/23,81.78983307,107.1200027,108.5699997,107.0699997,108.0400009,163490300
2010/8/24,80.57578278,105.5299988,106.3899994,104.9700012,105.9499969,280677800
2010/8/25,80.88884735,105.9400024,106.3399963,104.2900009,104.9499969,272234800
2010/8/26,80.34672546,105.2300034,106.5800018,104.8799973,106.4400024,224439500
2010/8/27,81.59131622,106.8600006,106.9700012,104.3099976,105.8899994,272649000
2010/8/30,80.40785217,105.3099976,106.9100037,105.3000031,106.5800018,167238600
2010/8/31,80.40785217,105.3099976,105.9800034,104.4899979,104.9199982,273933100
