Date,Adj Close,Close,High,Low,Open,Volume
2010/9/1,82.81298828,108.4599991,108.6100006,106.6600037,106.7300034,256828100
2010/9/2,83.58415222,109.4700012,109.4899979,108.4899979,108.7200012,156112200
2010/9/3,84.66836548,110.8899994,110.9899979,109.9499969,110.5400009,212197300
2010/9/7,83.71392822,109.6399994,110.5100021,109.5500031,110.3700027,141973700
2010/9/8,84.30185699,110.4100037,110.8499985,109.8099976,109.8600006,149924400
2010/9/9,84.69126129,110.9199982,111.6800003,110.6200027,111.6500015,147017900
2010/9/10,85.11885071,111.4800034,111.6100006,110.8700027,111.1200027,127819000
2010/9/13,86.06564331,112.7200012,112.9499969,112.1299973,112.5800018,178503500
2010/9/14,86.0121994,112.6500015,113.2900009,112.0800018,112.5,209823600
2010/9/15,86.34051514,113.0800018,113.2099991,111.9800034,112.3199997,168608400
2010/9/16,86.31758881,113.0500031,113.1200027,112.3499985,112.7300034,199962900
2010/9/17,86.34986115,112.4899979,113.1500015,112.1800003,113.0400009,195836900
2010/9/20,87.67012024,114.2099991,114.4599991,112.5199966,112.8799973,214555200
2010/9/21,87.49358368,113.9800034,114.8399963,113.5100021,114.3000031,268389100
2010/9/22,87.06371307,113.4199982,114.4400024,113.0999985,113.8000031,191322400
2010/9/23,86.35749817,112.5,113.6699982,112.1800003,112.4899979,202354300
2010/9/24,88.13839722,114.8199997,114.9000015,113.6500015,113.75,209671800
2010/9/27,87.71619415,114.2699966,114.9899979,114.1600037,114.8600006,128761800
2010/9/28,88.02326202,114.6699982,115.0400009,113.1800003,114.4199982,209207500
2010/9/29,87.86972809,114.4700012,114.9100037,114.0199966,114.3799973,179665800
2010/9/30,87.60871124,114.1299973,115.7900009,113.5899963,115.0500031,287106700
2010/10/1,87.97716522,114.6100006,115.1200027,113.9300003,114.9899979,174638700
2010/10/4,87.31703186,113.75,114.8499985,113.1800003,114.3700027,166153200
2010/10/5,89.0749054,116.0400009,116.3199997,114.6699982,114.8000031,229634100
2010/10/6,89.0672226,116.0299988,116.3300018,115.5599976,116.0199966,148626600
2010/10/7,88.95975494,115.8899994,116.5299988,115.1900024,116.5,164860000
2010/10/8,89.45867157,116.5400009,116.8600006,115.6100006,116.0500031,177760100
2010/10/11,89.54312134,116.6500015,116.9700012,116.25,116.7200012,103098300
2010/10/12,89.81950378,117.0100021,117.3499985,115.6500015,116.2699966,182210000
2010/10/13,90.51800537,117.9199982,118.5500031,117.3799973,117.6600037,194347200
2010/10/14,90.16491699,117.4599991,118.0100021,116.7200012,117.8099976,217764300
2010/10/15,90.3491745,117.6999969,118.3499985,116.7600021,118.2799988,243705000
2010/10/18,90.79434967,118.2799988,118.6699982,117.3099976,117.7399979,141204800
2010/10/19,89.60456848,116.7300034,117.8499985,116.0199966,117.1900024,280604700
2010/10/20,90.4796524,117.8700027,118.4400024,116.8700027,116.9400024,200051800
2010/10/21,90.67922974,118.1299973,119.0899963,117.2099991,118.4000015,221585500
2010/10/22,90.84811401,118.3499985,118.5299988,118,118.3099976,108212400
2010/10/25,91.11676025,118.6999969,119.7600021,118.6100006,119.1399994,151145700
2010/10/26,91.1321106,118.7200012,118.8399963,117.8700027,118.0999985,158982900
2010/10/27,90.87111664,118.3799973,118.5100021,117.2600021,117.8899994,190024000
2010/10/28,90.88645935,118.4000015,119.1100006,117.8300018,119.0599976,168576000
2010/10/29,90.95554352,118.4899979,118.7200012,118.0699997,118.2799988,144305500
2010/11/1,90.98625946,118.5299988,119.75,117.8499985,119.0699997,174074800
2010/11/2,91.70783234,119.4700012,119.75,119.0999985,119.4199982,158345900
2010/11/3,92.07628632,119.9499969,120.0199966,118.4499969,119.6800003,226702800
2010/11/4,93.84947968,122.2600021,122.3199997,119.9700012,121.2799988,215039400
2010/11/5,94.20258331,122.7200012,122.9199982,122.1800003,122.3399963,180654100
2010/11/8,94.02604675,122.4899979,122.6900024,121.9400024,122.3399963,156107100
2010/11/9,93.35054779,121.6100006,122.9499969,121.1200027,122.8199997,186621600
2010/11/10,93.72667694,122.0999985,122.1600037,120.6600037,121.5800018,221387400
2010/11/11,93.37358093,121.6399994,121.8199997,120.6800003,121.0500031,158017600
2010/11/12,92.26820374,120.1999969,121.3499985,119.6500015,120.8199997,239068800
2010/11/15,92.13772583,120.0299988,121.0500031,119.9800034,120.5800018,163940800
2010/11/16,90.70225525,118.1600037,119.4899979,117.5899963,119.2900009,299566200
2010/11/17,90.74832153,118.2200012,118.7099991,117.8600006,118.2099991,172308900
2010/11/18,92.08396912,119.9599991,120.3899994,119.3499985,119.3600006,197723700
2010/11/19,92.33725739,120.2900009,120.3399963,119.25,119.9000015,156852900
2010/11/22,92.26054382,120.1900024,120.2399979,118.7699966,119.6900024,181361000
2010/11/23,90.92483521,118.4499969,119.0199966,117.9899979,118.7699966,222309000
2010/11/24,92.26820374,120.1999969,120.2300034,119.1800003,119.1999969,140046100
2010/11/26,91.19353485,118.8000031,119.8099976,118.8000031,119.1600037,76007800
2010/11/29,91.46990967,119.1600037,119.4800034,117.7399979,118.5,223642300
2010/11/30,90.95554352,118.4899979,119.1699982,117.8099976,117.9800034,233930700
2010/12/1,92.88996887,121.0100021,121.2399979,120.1900024,120.1999969,221037200
2010/12/2,94.07976532,122.5599976,122.6500015,121.1299973,121.1999969,191213600
2010/12/3,94.33308411,122.8899994,123.0299988,122.1100006,122.1399994,151288900
2010/12/6,94.23329926,122.7600021,123.0400009,122.5,122.6299973,103050500
2010/12/7,94.28707123,122.8300018,124.0100021,122.7600021,123.9400024,206581000
2010/12/8,94.63244629,123.2799988,123.3799973,122.4100037,122.9800034,138019200
2010/12/9,95.00094604,123.7600021,124.0199966,123.1500015,123.9700012,123705100
2010/12/10,95.55364227,124.4800034,124.5999985,123.7300034,124.1399994,117571700
2010/12/13,95.61501312,124.5599976,125.1999969,124.5199966,125.0500031,133812700
2010/12/14,95.69947052,124.6699982,125.2300034,124.2900009,124.75,147249600
2010/12/15,95.26192474,124.0999985,124.9300003,123.8899994,124.4400024,160823100
2010/12/16,95.81463623,124.8199997,124.9100037,123.75,124.1800003,185035200
2010/12/17,95.91727448,124.3000031,124.4599991,123.8199997,124.0800018,141075300
2010/12/20,96.14875793,124.5999985,124.9000015,123.9800034,124.6399994,119085500
2010/12/21,96.75833893,125.3899994,125.4700012,124.8700027,124.9899979,94965500
2010/12/22,97.0592804,125.7799988,125.8199997,125.4100037,125.4800034,78878100
2010/12/23,96.92040253,125.5999985,125.7799988,125.2900009,125.6399994,70053700
2010/12/27,96.95902252,125.6500015,125.7699966,125.0400009,125.1299973,58126000
2010/12/28,97.09786987,125.8300018,125.9499969,125.5,125.9000015,55309100
2010/12/29,97.16733551,125.9199982,126.1999969,125.9000015,125.9800034,58033100
2010/12/30,97.01298523,125.7200012,126.1299973,125.5299988,125.8000031,76616900
2010/12/31,97.03614807,125.75,125.8700027,125.3300018,125.5299988,91218900
2011/1/3,98.03933716,127.0500031,127.5999985,125.6999969,126.7099991,138725200
2011/1/4,97.98529816,126.9800034,127.3700027,126.1900024,127.3300018,137409700
2011/1/5,98.49456787,127.6399994,127.7200012,126.4599991,126.5800018,133975300
2011/1/6,98.30168152,127.3899994,127.8300018,127.0100021,127.6900024,122519000
2011/1/7,98.10878754,127.1399994,127.7699966,126.1500015,127.5599976,156034600
2011/1/10,97.98529816,126.9800034,127.1600037,126.1999969,126.5800018,122401700
2011/1/11,98.33255768,127.4300003,127.7399979,126.9499969,127.4400024,110287000
2011/1/12,99.21994781,128.5800018,128.7200012,127.4599991,128.2100067,107929200
2011/1/13,99.05787659,128.3699951,128.6900024,128.0500031,128.6300049,129048400
2011/1/14,99.77557373,129.3000031,129.3300018,128.1000061,128.1900024,117677900
2011/1/18,99.94528198,129.5200043,129.6399994,129.0299988,129.1799927,114401300
2011/1/19,98.96531677,128.25,129.5399933,127.9100037,129.4100037,151958400
2011/1/20,98.83412933,128.0800018,128.3999939,127.1299973,127.9599991,175745700
2011/1/21,99.05787659,128.3699951,129.1699982,128.2299957,128.8800049,151462900
2011/1/24,99.62122345,129.1000061,129.25,128.2599945,128.2899933,113715500
2011/1/25,99.67523193,129.1699982,129.2799988,128.1100006,128.7599945,167552200
2011/1/26,100.0610275,129.6699982,130.0500031,129.2299957,129.4900055,141281500
2011/1/27,100.3079834,129.9900055,130.2100067,129.4700012,129.6999969,123302700
2011/1/28,98.55632782,127.7200012,130.3500061,127.5100021,130.1399994,295637300
2011/1/31,99.29707336,128.6799927,128.7799988,127.75,128.0700073,149249200
2011/2/1,100.8867569,130.7400055,130.9700012,129.3800049,129.4600067,167194300
2011/2/2,100.6938171,130.4900055,130.8399963,130.3300018,130.3999939,118323600
2011/2/3,100.9176025,130.7799988,130.9799957,129.5700073,130.2599945,145886700
2011/2/4,101.2031326,131.1499939,131.1999969,130.2299957,130.8300018,134634800
2011/2/7,101.8358765,131.9700012,132.3999939,131.4299927,131.4400024,112439100
2011/2/8,102.2988586,132.5700073,132.6399994,131.7299957,132.0899963,99072800
2011/2/9,102.0673599,132.2700043,132.6300049,131.6100006,132.2100067,146436700
2011/2/10,102.1059647,132.3200073,132.4700012,131.3000031,131.6000061,162708500
2011/2/11,102.7155609,133.1100006,133.2799988,131.7700043,131.8000031,137710300
2011/2/14,102.9624863,133.4299927,133.5399933,132.8800049,133.0299988,101690700
2011/2/15,102.6384048,133.0099945,133.2200012,132.3200073,133.0200043,119575400
2011/2/16,103.2865982,133.8500061,134.0099945,133.1900024,133.4600067,130183500
2011/2/17,103.5952606,134.25,134.4299927,133.3399963,133.4600067,109810500
2011/2/18,103.8113327,134.5299988,134.6900024,134.0599976,134.3699951,130002400
2011/2/22,101.7278214,131.8300018,134.5599976,131.4700012,133.1199951,233116400
2011/2/23,101.1027985,131.0200043,132.0700073,130.2100067,131.75,227584000
2011/2/24,101.0333557,130.9299927,131.4400024,129.6999969,130.8800049,260431400
2011/2/25,102.113678,132.3300018,132.4100037,131.3999939,131.4799957,141686900
2011/2/28,102.74646,133.1499939,133.3200073,132.3800049,132.8200073,141585500
2011/3/1,101.0333557,130.9299927,133.6900024,130.8899994,133.5700073,258565500
2011/3/2,101.2494202,131.2100067,131.8200073,130.3500061,130.75,200277400
2011/3/3,102.9933701,133.4700012,133.6199951,132.3899994,132.3999939,176480100
2011/3/4,102.2217026,132.4700012,133.6300049,131.6000061,133.3699951,277202300
2011/3/7,101.4191666,131.4299927,133.1600037,130.7400055,132.8600006,216790400
2011/3/8,102.3066025,132.5800018,133,131.0700073,131.6399994,174615000
2011/3/9,102.1599655,132.3899994,132.8000031,131.6000061,132.3200073,153806000
2011/3/10,100.2694168,129.9400024,131.1799927,129.8099976,131,301291800
2011/3/11,100.9639282,130.8399963,131.3099976,129.4900055,129.5200043,225621800
2011/3/14,100.3542862,130.0500031,130.4799957,129.0599976,129.9900055,234974100
2011/3/15,99.20450592,128.5599976,129.3300018,126.5,126.5899963,359585400
2011/3/16,97.36797333,126.1800003,128.5700073,125.2799988,128.1499939,468670300
2011/3/17,98.6566391,127.8499985,128.3899994,127.0999985,128,254303700
2011/3/18,99.01548004,127.7600021,128.8800049,127.5100021,128.8399963,230435400
2011/3/21,100.5500031,129.7400055,130.0099945,129.1999969,129.3500061,153992600
2011/3/22,100.2012253,129.2899933,129.8899994,129.1699982,129.7200012,129538600
2011/3/23,100.487999,129.6600037,130,128.3200073,128.9299927,148603100
2011/3/24,101.4490051,130.8999939,131.0899963,129.6699982,130.3999939,159129800
2011/3/25,101.7590332,131.3000031,131.8699951,130.8899994,131.2400055,155642800
2011/3/28,101.5110016,130.9799957,131.9199982,130.9400024,131.5800018,109762400
2011/3/29,102.1930084,131.8600006,131.8999939,130.4400024,130.8699951,129798800
2011/3/30,102.898262,132.7700043,133.1600037,132.3600006,132.5500031,135835000
2011/3/31,102.7587433,132.5899963,132.9600067,132.4499969,132.6000061,132537100
2011/4/1,103.1928024,133.1499939,133.7700043,132.8300018,133.4100037,153850100
2011/4/4,103.2780304,133.2599945,133.6699982,132.8800049,133.4299927,100768900
2011/4/5,103.2625351,133.2400055,133.8300018,132.9400024,133,120791500
2011/4/6,103.588028,133.6600037,134,133.1199951,133.8800049,120411600
2011/4/7,103.3245468,133.3200073,133.9799957,132.6600037,133.4199982,170731500
2011/4/8,102.9680481,132.8600006,133.9900055,132.3099976,133.9100037,147945400
2011/4/11,102.65802,132.4600067,133.4499969,132.1399994,133,121385400
2011/4/12,101.8907776,131.4700012,131.9799957,130.9900055,131.7200012,161187400
